,wb_subclass_label,wb_cluster_label,x,y
103772516047918690007254976892325005068,279_Astro,3949_Astro,-61850.77739223988,40091.83172992303
103775100111082825840901025064725769797,285_Endo,4017_Endo,-60257.82320492517,39544.15599521556
103778409269915215996725046818248397324,279_Astro,3951_Astro,-59763.71060279808,40611.740191996556
103784706087069738288129159162029691825,276_Oligo,3915_Oligo,-60417.36345376417,38877.58056184281
103799644087253125295817196125764635861,279_Astro,3949_Astro,-59512.67509594839,39055.10384897484
10380836227781898241564182148865423901,279_Astro,3951_Astro,-59628.74631873543,40241.61212708162
103812144308767141618927698275136074072,279_Astro,3933_Astro,-61284.570974465474,39346.92230318747
103813141865226353900375717452316618565,279_Astro,3933_Astro,-58651.883998148376,40113.096482807094
103828236190590753260058786130862085223,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63377.937855596334,39818.664990085905
103851193074264987877069704406045930760,104_HY Gsx1,1451_HY Gsx1,-62599.49969419224,38880.33467554625
103851363721925093089074448734475684292,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63268.610121319725,39917.71675590141
103878622701194923700598328091567481225,279_Astro,3949_Astro,-60018.08300771462,40651.98970158561
103879924552666846178952814461067351204,128_TH MH_Tac2,1854_TH MH_Tac2,-60439.78779759817,40518.89874579549
103892724281118348942068535077462343266,138_TH Prkcd_Grin2c,2005_TH Prkcd_Grin2c,-61525.222285858516,40187.44949192514
103914457389899197113997080383322591784,279_Astro,3949_Astro,-60591.03150453911,39158.72805211079
10398092661370112307652743836029138209,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63224.90859498766,40332.97073502013
103989549372714478515133273893628073418,137_TH_Rxfp1_Epb4,1981_TH_Rxfp1_Epb4,-61139.82624220089,38874.47053228342
104020379072597394431197517787424884677,128_TH MH_Tac2,1850_TH MH_Tac2,-60523.97864451002,40616.7499160818
104026722745522532067086662580119579180,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60670.5582365519,39773.67056518144
104035992006612090884594061880946683582,278_Ependymal,3919_Ependymal,-63320.899582602535,40273.491756563264
10406300722728115222536598740634659414,285_Endo,4017_Endo,-58916.68476990715,39779.28716535534
104065970456176425373582078063235393436,279_Astro,3949_Astro,-62973.902270960156,39474.061590038815
104079558420501749325514678422950674266,138_TH Prkcd_Grin2c,1990_TH Prkcd_Grin2c,-61811.75021192504,39555.41782275528
104083865430465410871182065666477498725,111_HY/TH Gnb3,1564_HY/TH Gnb3,-59151.76518320297,39038.32251980462
104091001491664626536664638859778327566,137_TH_Rxfp1_Epb4,1971_TH_Rxfp1_Epb4,-60817.719295239156,39398.77547383732
104092173354130127018370888641965014734,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60671.97499665366,40111.002081268816
104100975963971868723990673580991442027,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63371.073072485015,40005.06436368983
104122716514704188423376051780654920507,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63111.72317524107,40075.86055859657
104133277086149486961628489924724070232,138_TH Prkcd_Grin2c,2013_TH Prkcd_Grin2c,-62089.20764689857,38979.738949798004
104134169361961789314569070471179376612,138_TH Prkcd_Grin2c,2014_TH Prkcd_Grin2c,-60422.26827428713,39469.44172931461
10416933774526619557541796782301110420,128_TH MH_Tac2,1836_TH MH_Tac2,-61243.52633851455,40545.263538162864
104187714705105515277938264853389319216,285_Endo,4017_Endo,-61526.70935963261,39279.66108138149
104187940104345029317171503999814959902,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62865.717888687665,40378.948111110694
104196644084370358668760651949820860587,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62426.48827219865,40752.218941881074
104217994065187110280375102538963323964,279_Astro,3949_Astro,-61438.50156712836,40439.80589060222
104219556817188743491945377269948881334,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62555.708706490695,40485.97376584439
104222795913004526792634314229089533784,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-62797.68815264991,39393.157190248494
104236260883303607869847776537898607887,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-63052.65223782258,40503.45965312935
104239922783964785584752436730757986340,276_Oligo,3913_Oligo,-60397.54549151438,38778.13452637789
104242680951838107051490585182493762117,279_Astro,3931_Astro,-61120.553037786696,39949.696606714
10427657962612500867875217398332882151,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-61885.32153377851,39091.550363725066
104283964570665411984204627377214226046,128_TH MH_Tac2,1837_TH MH_Tac2,-60902.23626839505,40387.73458822021
104336034962296208342778048284453931478,244_MY Hoxb8,3665_MY Hoxb8,-59654.83075068263,38827.223272992975
104355890464574367941344004353466177122,285_Endo,4017_Endo,-59164.63642381528,40542.34835950429
104364172316587166736697238854246826942,276_Oligo,3914_Oligo,-63473.04444030938,39743.739027446165
104369759751640462308798181221225732727,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59777.43336405778,39762.69600628576
104409729324244361605427215855543865926,279_Astro,3933_Astro,-60099.149720012436,39784.10921058927
104471389190844218464585055971412458823,279_Astro,3949_Astro,-61573.860911827935,39789.96887206169
104492108021908352556889679614332378601,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60705.38605740005,38895.26963708317
104508571434236080454758049052575236265,285_Endo,4017_Endo,-58774.3728847505,39433.47440306228
104514869492135341354669532306928274899,276_Oligo,3914_Oligo,-61761.21387789713,39086.98603993683
104516647783188962425145279373983924772,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62056.70425320295,40396.87163766629
104532056686870378040226256960905179906,284_SMC-Peri,4007_SMC-Peri,-59610.06678844457,40680.288240689224
104547791311894839743164294864236779720,279_Astro,3949_Astro,-59189.716981274505,40687.23930810456
104551617290336521845644639410637384769,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-60519.16702483583,39823.74090009353
104569204380089618897659222847349767055,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62310.54333808511,40063.31546404884
104571689129109122525581868382074963640,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61574.10174885269,39007.5533571468
104604981850186099500981987265294844481,276_Oligo,3915_Oligo,-62844.98367159636,39716.477420890405
10462458351142104068117231970587147339,279_Astro,3949_Astro,-61630.55220095654,39152.73167821727
10464419892282413908529427205393335632,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-60580.78740816527,39463.75323695627
104650564811981640885965788222213442166,138_TH Prkcd_Grin2c,2005_TH Prkcd_Grin2c,-61211.694737797174,39654.42467592426
104679191163480527793308604079663911288,285_Endo,4017_Endo,-60725.94695525473,39625.92040589078
10467969145545192174247360009886914915,111_HY/TH Gnb3,1566_HY/TH Gnb3,-58843.37597324926,40420.7378804851
104680264762768889855471931738842364864,284_SMC-Peri,4003_SMC-Peri,-59135.44561982873,39395.070399016004
104682108948937949919112504261328009141,138_TH Prkcd_Grin2c,2026_TH Prkcd_Grin2c,-62951.16714461836,40517.99316472237
10470135438173181424106346625637379387,68_LSX/HY Otx2,866_LSX/HY Otx2,-63115.74350547365,40537.28656144209
104714096361873509589902560003948590417,276_Oligo,3915_Oligo,-61972.30065925501,39372.522726164236
104716911862108473684376270419218869818,138_TH Prkcd_Grin2c,2014_TH Prkcd_Grin2c,-61950.49808947488,39558.85248179673
104739851702902669776192948333950102500,276_Oligo,3914_Oligo,-59626.491111390904,38915.021030712975
10474362837445998670541276440812465837,276_Oligo,3914_Oligo,-58543.47485614166,39725.720191409724
104756432142351860163342155066786666686,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-59764.63470724479,40715.464723083285
104758872452394590625049760120939445864,279_Astro,3931_Astro,-62862.23576276291,40598.36147461288
104761141749542700753225509197227589218,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-62760.82396636042,40440.00252149186
104764992720147694535921706565009598687,285_Endo,4017_Endo,-61186.98392893908,39553.19642054954
104765131789375461463158239275205610959,276_Oligo,3913_Oligo,-61795.40954313343,39539.83264845737
104767762966975576002704648913940525995,275_OPC,3893_OPC,-62466.43882072396,39188.54700623226
104779620573072907008528424432507941570,137_TH_Rxfp1_Epb4,1961_TH_Rxfp1_Epb4,-61050.03258135534,39414.50887696986
104793397098996127379737670214885905741,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61331.20514219612,39958.58026733142
104797802843078755460207537837079604254,276_Oligo,3913_Oligo,-62836.91558064021,40394.06965210488
104827794780072308780950106016912545629,128_TH MH_Tac2,1853_TH MH_Tac2,-60736.92931215606,40256.37560030124
104834722934418582764540024724727510955,138_TH Prkcd_Grin2c,2006_TH Prkcd_Grin2c,-61202.934910968084,39039.819244100305
104846046131640365433740622634960015260,279_Astro,3949_Astro,-62544.11411435682,39256.764146126196
104859055043696247626133282325150917092,276_Oligo,3913_Oligo,-61539.56540018937,39451.145618662325
104890064626391584826078763863913703673,276_Oligo,3915_Oligo,-62941.94591141884,39419.28302592842
104910514194486286580741961847723218146,284_SMC-Peri,4003_SMC-Peri,-62043.789910314124,39243.38289321609
104912163793192172456812818793245080515,129_TH LH_Pou4f1_Sox1,1866_TH LH_Pou4f1_Sox1,-60485.182830090125,40594.94207457554
104915637100673520994988101985806420276,276_Oligo,3906_Oligo,-61473.88263463411,39546.12529396618
104923081985261625391914500767745600792,279_Astro,3952_Astro,-58806.64158238278,39461.148649698225
104924317786463367692521013160286270571,279_Astro,3949_Astro,-59621.721077974165,39443.86309550293
104934836904290742848307205642231489650,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62503.40516713175,39027.91291765057
104941605909007533396078789214272058187,276_Oligo,3913_Oligo,-59808.02865613882,40747.48838574501
104949642033652058463817227458752524581,279_Astro,3951_Astro,-60212.163754283494,39301.800636665575
104950067774352001332822012322141053467,111_HY/TH Gnb3,1566_HY/TH Gnb3,-60749.48903058078,40025.90325188264
10495482103162473406971055616171104983,276_Oligo,3915_Oligo,-60862.31662508061,40697.98852644629
104960311765182335323885240400084368018,279_Astro,3949_Astro,-62104.886302225495,38774.67041264329
104967788688391270938357079757799999978,279_Astro,3931_Astro,-63323.27825130506,40334.20083992563
104977863037437379763522170877491760946,137_TH_Rxfp1_Epb4,1966_TH_Rxfp1_Epb4,-61419.27543495696,38661.21131893262
104980198655997152847308800545782454007,282_Micro-PVM,3981_Micro-PVM,-59997.43532241934,39236.25827588318
105018213203529871652875752918181741707,82_HY Satb2,1131_HY Satb2,-61890.357952696235,38655.4438510475
105021310698890754190558933098170703682,138_TH Prkcd_Grin2c,2016_TH Prkcd_Grin2c,-63103.46795217329,39858.61699964451
105027004299791815705567165500885078287,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59391.67120717067,39175.01783857627
105044254818733455785356392540542603552,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62735.98263628634,39976.27304610094
105075307562392081690998008486602617054,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59681.25977233314,40139.03695948106
1050794570251831304142527287312904306,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62345.294955260244,39313.08388407358
105081547965677232626550912042317240515,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-59967.83871219842,39897.791627372964
105099493109742229457686883170884197203,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60275.56932531531,39628.87497792771
105100463005886847445258620226989184443,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-61459.07168199363,38832.14277828361
105139080331623480276705464015811357335,276_Oligo,3914_Oligo,-63226.07137671717,39471.05664646215
105143305611060579532403849450586370935,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-61941.10156702176,39830.32599433031
105152030296978594114560113913115310768,138_TH Prkcd_Grin2c,2022_TH Prkcd_Grin2c,-61419.59284707493,39229.0959320499
105159613463600042518313148988319121150,276_Oligo,3915_Oligo,-62809.66049156026,39486.628957267785
105174614379750247639324517824408756233,138_TH Prkcd_Grin2c,2010_TH Prkcd_Grin2c,-60383.98853621675,39681.25205799236
105187642393478362308316043449271935822,282_Micro-PVM,3982_Micro-PVM,-59725.08986358211,40123.204318078766
105214301200827515922412786091059352996,279_Astro,3951_Astro,-58786.083232255376,39818.05715177598
10521625117152223546216214847042726516,276_Oligo,3914_Oligo,-62583.79289814059,39899.47938670997
105227474285327632777952567302178892357,285_Endo,4017_Endo,-60292.12422282231,39493.87489336392
105240718413075237230725273574982389322,129_TH LH_Pou4f1_Sox1,1869_TH LH_Pou4f1_Sox1,-60690.08336632049,40481.94546873546
105275869922398258902841576819675926325,285_Endo,4017_Endo,-59935.70843052034,40591.66609151372
105288599267070053147719391792820157447,128_TH MH_Tac2,1844_TH MH_Tac2,-60886.83711006,40379.90024982708
105295859319260406046788213483231179694,276_Oligo,3902_Oligo,-59318.41955660861,40701.024789236886
105297837228728078609835808305648555239,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-58991.135587015255,39315.41666698224
105311488067017371629369723627767419775,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62749.46163233416,39786.87266280543
105323446869084160783108093830317226646,138_TH Prkcd_Grin2c,2000_TH Prkcd_Grin2c,-59829.63115548771,40656.27183370679
105334642349423588496243649390983570781,279_Astro,3949_Astro,-58810.06091617396,40115.110889866
105370669232591254322722180338122780513,128_TH MH_Tac2,1852_TH MH_Tac2,-60778.145065965306,40431.67636541076
105378194022649805562547164613881429008,284_SMC-Peri,4003_SMC-Peri,-60558.427375063155,38935.264701984066
105385824205619775328234702238808379803,276_Oligo,3913_Oligo,-59892.02488129217,38947.225675507354
105398808937233407584528844056022952342,137_TH_Rxfp1_Epb4,1971_TH_Rxfp1_Epb4,-61889.93020011911,39996.48568116687
105427187244587042629512446372997897579,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60878.114489960644,39615.85062644665
105433848314793993387296523407585944911,276_Oligo,3914_Oligo,-59914.022809756076,40677.64864467423
105434892903714297363687149503287286837,137_TH_Rxfp1_Epb4,1965_TH_Rxfp1_Epb4,-60845.59143533866,38790.25878404831
105465561960680821273800183036246015861,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63247.595220092175,39893.9263545036
105466113188970166904424526927354179762,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-62280.640531851044,39685.61048117159
105498018993257038088552545041625397738,111_HY/TH Gnb3,1566_HY/TH Gnb3,-63230.1667545122,40194.91727466727
105516531030404183562720672672348109094,279_Astro,3952_Astro,-59441.851249681706,40222.80107381727
105522668878598360364960398979868852009,138_TH Prkcd_Grin2c,2009_TH Prkcd_Grin2c,-61102.291089369355,39119.3086261525
105536339230322507087665929978086684028,279_Astro,3949_Astro,-59873.28889106552,40693.32884613815
105540324215386191939227598977000185944,128_TH MH_Tac2,1847_TH MH_Tac2,-60855.60519341294,40788.410336717796
105545240769483659171262694106466560939,279_Astro,3933_Astro,-62514.9396105714,39450.08632280627
105557331623846338141233616433838085243,276_Oligo,3911_Oligo,-59251.170282165294,40384.05597388549
105564427154102897659193018325341933918,137_TH_Rxfp1_Epb4,1965_TH_Rxfp1_Epb4,-61268.758946511196,38684.6762706059
105587188807407183051301878964780723482,276_Oligo,3906_Oligo,-61300.354777294415,39530.94018839971
105595174656209456631464421265313336486,276_Oligo,3914_Oligo,-62605.09093915869,39298.878930296196
105607328357462154716169568899157894190,279_Astro,3950_Astro,-63384.700516967365,39803.245523626654
10560734958996999594054024750508363784,138_TH Prkcd_Grin2c,1999_TH Prkcd_Grin2c,-60261.13846012663,39949.03462282742
105609921468164278355397185309378710868,279_Astro,3949_Astro,-59078.80517271571,39438.07336648803
105625642225700976004968386392526125325,276_Oligo,3914_Oligo,-63608.62981394224,39842.861741242355
105692250054884644770976386751638429586,279_Astro,3933_Astro,-62770.98272551056,39222.89240494203
105699786772274298892866167890015904688,283_VLMC,3994_VLMC,-61306.847833814056,40782.09486506007
105699870595665385940862371801870918290,282_Micro-PVM,3981_Micro-PVM,-60914.27481236948,39983.89380093422
105741370090921988779565182901473600207,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-60450.31887621652,39019.33230243435
105775118122814158887374045382614349978,138_TH Prkcd_Grin2c,2005_TH Prkcd_Grin2c,-60722.24903854578,38710.69933214513
105784801189241807649098189588545034580,138_TH Prkcd_Grin2c,2015_TH Prkcd_Grin2c,-63250.88817579852,39976.45861050482
105814523751462088852170468928159231131,279_Astro,3933_Astro,-59112.36442809702,39498.403861259336
105832726800759302968997925306077955144,138_TH Prkcd_Grin2c,1993_TH Prkcd_Grin2c,-61371.539010752975,39323.20818111123
105834048688409197252716301740163617609,129_TH LH_Pou4f1_Sox1,1871_TH LH_Pou4f1_Sox1,-60499.75564676222,40474.65208283924
105837806856464412285037885781766595485,276_Oligo,3914_Oligo,-58761.77165591349,40236.0439337462
105851854020339725712386603051401586372,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-61896.20394682656,39140.87824053552
105857378485766785092593087653430755633,285_Endo,4017_Endo,-61150.90016650426,39372.471549581234
105882416829470339356803608973671200353,129_TH LH_Pou4f1_Sox1,1869_TH LH_Pou4f1_Sox1,-61548.878114502746,40618.38929660392
105897286017649232232211746179522690234,111_HY/TH Gnb3,1566_HY/TH Gnb3,-59110.101721248335,39075.79799286187
105903906078244126622897826368825553149,138_TH Prkcd_Grin2c,1998_TH Prkcd_Grin2c,-62221.02701620699,39136.86603187857
